asin	title	reviewer_id	reviewer_name	review_text	rating	summary	review_date	total_votes	helpful_votes	unhelpful_votes
7883704591	The Incredibles (Mandarin Chinese Edition)	A1GD1G8XXPRYQ8	"1337 ""It'll either be night to treasure or a ..."	To my wonder, the incredibles was a surprisingly good movie. Started off a little boring but kept me on the seat through out the whole movie. What I definitely liked about it, is the stroy line. It was full of information. No such thing as short plot and enough of adventures as well. Great balance I must say. 1hour and 45 minutes of great story line is what it is. Sure I'm looking forward for ''the incredibles 2''	5.0	Looking forward for ''the Incredibles 2''	2011-04-24	2	0	2
7883704591	The Incredibles (Mandarin Chinese Edition)	A4IJBVEONRRPP	1443giggles	I love the pixar movies.  the incredibles is especially one of my favorites and great for kids and family.  will watch for years to come.	5.0	Great movie	2013-02-27	0	0	0
7883704591	The Incredibles (Mandarin Chinese Edition)	A2R1XCWRIMQCVU	#1LOST FAN	This movie is awsome.It has a great choice of characters and they all fit their parts.This movie is hilarious.I saw it in the movie thearter and knew when it was over i would buy it well when it was released to dvd.This movie is not just for kids either i have heard many adults laugh at it and seemed to be enjoying it just as much as the kids.It is definatly a family movie to watch on a rainy weekend.If you like animation movies with humor and action for kids I would definatly recomend buying this dvd.	4.0	An Outstanding Movie	2005-09-11	2	0	2
7883704591	The Incredibles (Mandarin Chinese Edition)	AOA7DLVR783CM	2 princesses mom	Outrageous movie-I did not even want to get up for a bathroom break even though I was watching the DVD-the characters are fantastic and the storyline was so original and creative. Totally recommend this movie!!!	5.0	Pixar does it again	2005-03-28	5	4	1
7883704591	The Incredibles (Mandarin Chinese Edition)	A2LNR55TM67AU4	&#34;Gimpy&#34; Peach Johnson	"Of all the Disney/Pixar films, this is by far my favorite. From the previews, I had low expectations for this film: I typically don't like ""James Bond"" type spy stories featuring a hero armed with far-fetched gadgets; in addition the whole ""superhero"" theme just didn't appeal to me. Still, I liked the other Disney/Pixar films, so I decided to give it a try. I was pleasantly surprised.Ignoring other complaints that this movie ""ripped off"" several others, I'll only say that taken by itself, it works wonderfully. Despite being computer animated, the characters are completely believeable and more importantly, likeable. Too many movies have been spoiled by uninteresting characters that fail to capture the viewer's attention or emotions. The story is exciting and fast-paced, admirably blending action and humor. This film is perhaps the longest animated feature I have ever seen, yet the minutes just fly by. The animation is absolutely stunning. Some here have wondered ""why bother to animate this movie--why not shoot it in live action?"" To me, the animation is what makes it work, and what sets it apart from the James Bond movies I dislike. I find the Bond films simply too unbelieveable, his unending supply of rediculous high-tech devices and his ability to weasel out of every situation simply pushes my suspension of disbelief too far. Somehow, when the characters are animated, my suspension of disbelief is kicked up several notches and I'm able to enjoy the gadgets and narrow escapes without always sarcastically thinking to myself ""yeah, right!"" The music is very fitting, and the voices superb. Brad Bird as Edna Mode just steals the show.I'm no videophile, but I found this widescreen 2-DVD set to be just fine. The image quality looks great to me, and the sound is fantastic. I enjoyed the several ""making of"" documentaries and the added ""Jack-Jack Attack"" cartoon short as well. I normally don't spend too much time browsing around a DVD's extras, and I found plenty here to keep me entertained for a couple evenings.Overall, this is a fun, fast-paced film. I saw this twice in the theatre, then bought the DVD and have seen it several times since then. It doesn't get stale, and I'm sure I will continue to enjoy this for many years to come. Highly recommended!"	5.0	Loved it!	2005-12-09	4	3	1
7883704591	The Incredibles (Mandarin Chinese Edition)	A3N26CT3Z7WA6K	A &#34;Billy T.&#34;	Toy Story was groundbreaking.  Finding Nemo and Monster's, Inc. were heartwarming. Cars was nothing short of Amazing.  The best Pixar movie, in my opinion, was The Incredibles, particularly for adults.  The film follows the misadventures of a superhero family who is trying (or not trying, as the case may be) to live a normal life.  The storytelling is brisk, strikes the right balance between dark/light and child/adult themes, and hits on superhero themes that would be familiar to both older and younger generations.  The characters are relatable individual and as a family, and maybe more than any other of the Pixar films, would be thoroughly enjoyable by teens and adults. The &#34;Jack-Jack Attack&#34; short is a real hoot, and a very apropos special feature.I purchased the film on DVD (before HDTV and Blu-Ray) and the picture was amazing.  You can clearly see the advances in digital animation compared to earlier Pixar movies, particularly in the volcano scenes.  With upscaling and LED and all the wonderful modern technologies, it looks even more (OK, wait for it...) incredible.  At some point, I'll be purchasing the Blu-Ray version of the movie and enjoying it even more.	5.0	THE BEST PIXAR MOVIE EVER	2014-02-25	0	0	0
7883704591	The Incredibles (Mandarin Chinese Edition)	A3IZXZQMWM1RAY	Abb	Fun movie. My 2.5 year old liked it too. I'm sure we will be watching it again and again. Great animation and story.	5.0	Great movie!	2012-12-28	0	0	0
7883704591	The Incredibles (Mandarin Chinese Edition)	A32JKNQ6BABMQ2	"abe ""starman"""	well,this family is in the fedreal witness relocation program hiding out due to their super powers.theres the dad who has super strength like the thing from the fantastic four.his wife has powers much like those of mr fantastic from the ff.she stretches and stuff.the daughter can create invisible shields a lot like the invisible girl from the ff.the son runs really fast like quicksilverv from .........hahaha....the x-men.but,oh well,i guess theres only so many super powers to go around.the dad secretly goes about helping out anyhow and the ol lady finds out.of course she intervenes and makes everything way worse.the kids even get involved.the characters and the portrayal of thier unique abilities is done fantasticly.[hahaha].the part i liked was the super fast son,zipping through the jungle to escape the bad guys.i know that does it little justice but its the best part.trust me.its really cool for the kiddies and is thankfully free from the poop,fart, and puke humor the kid movies are so prone to these days.	3.0	a big time marvel rip off	2005-05-27	32	0	32
7883704591	The Incredibles (Mandarin Chinese Edition)	A3DGB4HN3QCGAL	A. Burchfield	"Not a bad plot/storyline in a cartoonish sort of way (wouldn't be too hard to work it up into a semi serious live action story),pretty fast paced- I'll watch this one again.As I watched this movie I was struck by how realistic many of the characters' hair looked, the lighting was great, the water looked sort of plastic like. I even liked most of the set design.The extras weren't all that impressive, mostly a waste of time, although ""Jack-Jack attack"" was actually a better use of Jack-Jack than in the main movie itself, I liked that one.Good movie to own, better than many live action ""action"" films."	4.0	A movie that's fun to watch, extras don't amount to much	2005-03-21	2	1	1
7883704591	The Incredibles (Mandarin Chinese Edition)	AAKGTWGAFT1LQ	A C SHIELDS	I loved this film because of the James Bond influences , which  are in the plot , the music and the atmosphere also - at times .It was funny and quite poignant at times . I have no problem with something that is designed to be for mass acceptance if it's this good . I knew I was getting subtly manipulated , but at least this is only a movie .How any other adults have enjoyed shows like SHREK and FINDING NEMO ? I have and look forward to others like them .If only the live action comedies were as good as these animated ones .This is a great little diversion for those looking for a popcorn movie .	5.0	Makes adults into kids again , very funny & entertaining	2005-10-30	3	2	1
7883704591	The Incredibles (Mandarin Chinese Edition)	A1VQBHHXIKHIGS	A Customer	If you saw this, imagine it without the music. It'd lose a lot. We have a cartoon family of superheroes doing what superheroes do. Damn impressive cartoon technology, but so what? They're never going to be as convincing as human actors. So what do we do with this technology? Move it to the fringes where acting isn't so important, like talking animals, science fiction, fantasy, superhero stuff. TERMINATOR II was an awesome use of the technology, but what else is it good for? This movie is good if you're too exhausted to do anything constructive, like thinking, but I doubt any adult will sit through it twice.	2.0	The Incredibles	2006-08-28	21	2	19
7883704591	The Incredibles (Mandarin Chinese Edition)	A15GZ75XHWR6Y4	A Customer	The Incredibles was a horrible film for young viewers. With references to suicide, infedelity, and traumatized lifes, this is not the kind of thing I would want kids to see. I have to admit the animation is extraordinary, the story is not appropriate for Disney.It's basically a story about a superhero being stripped of his super identity after saving a man who attempts suicide. As years pass, this ex-hero works at a job he hates (and beats up his boss), constantly fights with his wife, and doesn't involve himself in any of his three disturbed children's lives.I would warn any parent of this movie. It's not as wholesome as Finding Nemo. Disney/Pixar must have created a bad example for children.	1.0	TERRIBLE MOVIE FOR KIDS!!! DISTURBING & DEPRESSING	2005-05-31	73	4	69
7883704591	The Incredibles (Mandarin Chinese Edition)	A18BD98SU49UB7	"Adam Hunnicutt ""A.H."""	The Incredibles tells a terrific story, which follows the lives of fallen hero's always itching to get back in the action.I went in to the theatre expecting a few laughs, but also carried in a little grain of salt. It would be so easy for Pixar and Disney to take a mis-step and release a quick money grabbing kid charmer, but fortunately my mind was quickly set to ease. The action, the imagination, and the downright quirkiness of the incredibles makes it a near perfect, ambitious flick.The animators must have been going nuts through production. The details are astounding, and even with all their strength's the hero's retain a sincere, flawed humanity. Any other way, and it would have lost my vote.See the Incredibles, it's original, that in itself is a virtue.	4.0	Why should you see the Incredibles?	2004-11-10	0	0	0
7883704591	The Incredibles (Mandarin Chinese Edition)	A2QMBY3CCR2B02	A. Delgado	This is a very, very funny film. This film has everything for everybody. I STRONGLY recommend everybody who is reading this to buy this dvd. If you don't, you have no sense of humor.	5.0	VERY FUNNY	2005-03-10	5	1	4
7883704591	The Incredibles (Mandarin Chinese Edition)	A309DHV2YSK8A3	"A. Frink ""amyjo248"""	While my 2 year loves the Incredibles, the best part is that the writers didn't forget about the adults in the room.  Subtle little touches or blatant scenes that only the older viewers will get make this movie tolerable when playing so frequently.  Kids love repetition and without a little help from the writers it can become overwhelming quickly.  But this story is really cute!	5.0	Ever so cute for adults and kids alike	2011-05-24	1	1	0
7883704591	The Incredibles (Mandarin Chinese Edition)	A3AKU3YFXMTROV	"agentfrodo ""agentfrodo"""	After all of Pixar's other movies, and after seeing the trailer I was excited to see this movie. I was disappointed.It looked really nice, and it had some interesting ideas and some funny moments, but the story and characters didn't grab you as much as they did in toy story,finding nemo, and Monsters Inc. The plot seemed much to much like a re-hash of the spy kids movies too. Hopefully, Pixar's next outing will be more enjoyable.	3.0	disappointing.	2004-11-30	29	5	24
7883704591	The Incredibles (Mandarin Chinese Edition)	A1GSR7RGCG1QYZ	"A. Gyurisin ""good friend, damn fool"""	"This was an impressive film.  I have not had the best of luck with PIXAR films lately.  I didn't really see the creativity in Monsters, Inc and Finding Nemo literally gave me the sweats when I watched it, so there was some hesitancy to see what PIXAR could do to topple their past mega-hits.  Well, what they crafted was something so out of left field that even I, the movie kinda guy, never saw it coming.  They made a very witty, intelligently clever, powerfully smart adult cartoon.  While there were elements throughout the film that I felt children would enjoy, I did feel as if 92% of this film was invested with the intelligent adult in mind.  There is great respect paid to the superheroes of my father's generation as well as a specific intent to downplay the ""cute"" element and keep us glued to our seats with action, suspense, and some of the most ingenious animation to be seen this side of the Mississippi.From beginning to end, this film reeked perfection in a way that other films only aspire to smell like.  It not only gave us this huge pre-story about what was happening in the world of superheroes (a concept that seemed taboo in the past), but it also gave us this enormous family dynamic that allowed each character to be built from the floor up.  Each of our characters has their own dilemma, their own style, and their own hurdles that they need to cross, and Brad Bird gives them each their moment to shine.  While he does focus heavily on our ""head of family"" Mr. Incredible, he gives so much attention to detailing the rest of the characters and scenes that you never feel this uneven balance.  This is a story about family, about realizing that you are ""super"", and that powers are not needed to realize this.  These are huge issues to cover in a animated film, but Bird succeeds in these three ways:First, he gives the film the time that it deserves.  This is not some mere 89 minute film that never develops anything, never takes a chance, nor allows our characters to shine, but instead a very hefty 121 minutes of sheer pleasure.  This is also why I think Bird had adults in mind while creating this visual feast, I know of very few children's films that are that extensive, normally you loose the child too quickly, but perhaps Bird wasn't aiming towards that audience.  At least, that is what I witnessed.Second, Bird gives us this huge world that is not surrounded by animated boundaries.  We do not stay in just one city, we do not loiter around the superhero's house all day, and we do not get pulled into normal animated clich&eacute;s like the man saves the day and gets himself that woman he has always wanted.  The Incredibles went in a completely new, fresh, and somewhat tangent direction that gave it the power to grow before our eyes.  That is what I completely enjoyed about this film was the fact that I could not forsee the future, meaning that there were no building clich&eacute;s that gave me a direct path to the end.  I had to guess, consider all possibilities, and reason with new ones that were unfolding before me.  It was an adventure, not just a simple piece of cinema.Third, and this is huge, was the main worry that I had with this film was the possible ""baby"" moments.  I was so worried that we would find ourselves wasting time watching, listening, or gasp laughing at the ""cute"" baby factor.  I thought that this was a path that Bird was going to travel towards, and would have ultimately caused this review to be a bit more tilted.  But, this wasn't a film for a child was it?  So, Bird left out most of the scenes dealing with the child and thus forced us to see the adults dealing with very mature themes and scenarios.  This factor was huge in indicating that perhaps Bird had a separate audience in mind.Overall, this was an amazing film to watch, experience, and enjoy.  The bold use of colors complimented the sensation of the characters that carried with them similar attributes.  Brad Bird skillfully crafted this film that had every possibility of being clich&eacute;d and overbearingly geared towards children, but instead he took a higher road and gave us this film that will last the test of time due greatly in part to giving us, the adults in the world, an opportunity to indulge and enjoy the power of animated cinema.  In every attempt not to sound redundant, this film was ""incredible"".  The characters were beautiful, the story was solid, and the powerful voice acting allowed this film to rank among the top of my PIXAR favorites.  I highly recommend this film to anyone that is an avid superhero fan or simply is looking for an adventurous ride into the future of our movie business.  WOW.  That is all I can say ... ""WOW"".Grade: ***** out of *****"	5.0	You sly dog! You caught me monologuing!	2005-03-22	20	18	2
7883704591	The Incredibles (Mandarin Chinese Edition)	A2NWK8NYVFUBGN	A. Hinton	This is our second copy of The Incredibles.  Our first was lent to a friend and damaged and my children couldn't survive without a new copy.  We have all the children's movies you can imagine - and this one is a favorite every time.  Even my husband and I enjoy watching this one!!	5.0	Great family movie - kids and adults alike	2007-10-24	0	0	0
7883704591	The Incredibles (Mandarin Chinese Edition)	A29YRP7D3559RT	"AJR ""cynical"""	This is my favourite Pixar title, and they really gave it the treatment it deserves in this package: two Bluray discs (movie on one, extras on the other) and two DVDs (movie on one, digital copy on the other). All four discs fit inside a regular Bluray-sized case, so it doesn't take up extra room on the shelf.This is the story of a family who actually care about one another. Their life is complicated by the fact that they all have super-powers: the father is super-strong, the mother is super-stretchy, the daughter can turn invisible and cast force-fields, and the son can run super-fast. Almost like the Fantastic Four (but with The Flash instead of The Torch). To make things even more complicated, superheroes are currently forced to live in hiding. Dad has to make a living as an insurance claims handling clerk, and he hates the job. Then one day he gets a strange communication...My favourite character is Edna, the fashion designer who makes super-hero costumes. She looks like a tribute to the famous Edith Head (winner of 8 Oscars for costume design).This is a rare adventure, suitable for children and thoroughly enjoyable for adults.	5.0	A great film gets a great Bluray	2011-05-08	2	2	0
7883704591	The Incredibles (Mandarin Chinese Edition)	A2XUYFBCXRO21E	A. Kania	Not sure what to say ... this is a classic film of the animation genre and if that is not understood not sure what I can say will convince you otherwise :)	5.0	Classic	2013-02-01	0	0	0
7883704591	The Incredibles (Mandarin Chinese Edition)	AP8JRCGYOFRKS	AK Joe	"This movie is great on many levels.A family or child can sit down and watch this movie and take something positive from it. Parents can rest easy knowing that this is not a ""new age"" cartoon that pushes the line with jokes, themes, or concepts, but instead actually harkens back to a ""simpler time."" All while keeping very fresh and relevant with questions of today.Early on when this movie first came out, there was a suggestion that it somehow was a modern day ""Atlas Shrugged"" or ""Fountainhead."" Although one can draw similarities, it is NOT a remake or adaptation. IT does however deal with many of the same concepts that Ayn Rand dealt with in her books, but it does it in a new and interesting way.Overall this movies teaches the lesson that in today's world we sometimes destroy the important things or tear down the traditions we have held dear for so long simply to quell the fears of a few detractors. Politically correctness has always stood on the ground of inclusion and safety, a way of putting ""ALL AT EASE"" but this movie shows that sometimes this can be harmful in the long run. That is JUST my opinion of course."	5.0	Fantasticle!	2006-06-07	1	1	0
7883704591	The Incredibles (Mandarin Chinese Edition)	AR5ONAHBLQ56V	"Alan Johns ""Alan"""	I loved this movie.  Especially how they were even detailed enough to make thier hair and outfits wet when they get out of the water.	5.0	The greatest animated movie ever!!!	2005-03-24	5	1	4
